Subspecies,iNat_Obs,Source,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pentadenta
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perfimbriata
,447,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perihirta
,447,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perihirta
,447,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Xanthosarus,Megachile perihirta
,447,Sheffield&Heron,MEGACHILIDAE,Megachilinae,Megachilini,,Megachile,Xanthosarus,Megachile perihirta
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile permunda
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perochracea
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perparva
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile perpunctata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile persica
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile persimilis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile peruviana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile petulans
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile petulans
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Leptorachis,Megachile petulans
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pexa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile phaola
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile phaseoli
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile phenacopyga
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile philinca
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile philippinensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile phillipensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pictiventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile piliceps
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilicrus
Megachile pilicrus sogdiana,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilicrus
Megachile pilicrus pilicrus,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilicrus
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilicrus
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilidens
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilidens
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile piliventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pillaultae
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilosa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pilosella
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pinguicula
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pinguiventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile piurensis
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile placida
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile planula
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile platystoma
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pleuralis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile plumata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile plumigera
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pluto
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile poeyi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile policaris
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile policaris
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile policaris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile polita
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pollinosa
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pollinosa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile polychroma
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile porrectula
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile portalis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile portlandiana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile posti
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile postnigra
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile povolnyi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile praecipua
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile preissi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pretiosa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile propinqua
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile propinqua
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile prosopidis
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile prosopidis
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Chelostomoides,Megachile prosopidis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile proxima
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile prudens
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pruina
Megachile pruina nigropinguis,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pruina
Megachile pruina pruina,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pruina
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pruina
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Pseudocentron,Megachile pruina
Megachile pruina nigropinguis,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Pseudocentron,Megachile pruina
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile psenopogoniaea
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudanthidioides
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudanthidioides
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudobrevis
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudobrevis
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Litomegachile,Megachile pseudobrevis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudofulva
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudolaminata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudolegalis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudomonticola
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudomonticola
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudonigra
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudopleuralis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pseudotaraxis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugillatoria
,14,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugnata
Megachile pugnata pomonae,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugnata
Megachile pugnata pugnata,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugnata
,14,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugnata
Megachile pugnata pomonae,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pugnata
,14,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile pugnata
Megachile pugnata pugnata,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile pugnata
Megachile pugnata pomonae,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile pugnata
Megachile pugnata pomonae,,Sheffield&Heron,MEGACHILIDAE,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile pugnata
Megachile pugnata pugnata,,Sheffield&Heron,MEGACHILIDAE,Megachilinae,Megachilini,,Megachile,Sayapis,Megachile pugnata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pulchella
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pulchra
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pulchrifrons
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pulchriventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pullata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pulvinata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile punctata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile punctolineata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile punctomarginata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pusilla
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pusilla
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Eutricharaea,Megachile pusilla
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea elfvingi,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea ardahanensis,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea pyrenaea,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea asiae,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea benoisti,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea furva,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
Megachile pyrenaea glacialis,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaea
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
Megachile pyrenaica glacialis,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
Megachile pyrenaica asiae,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
Megachile pyrenaica benoisti,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
Megachile pyrenaica furva,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
Megachile pyrenaica pyrenaica,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrenaica
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrrhogastra
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrrhothorax
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrrhothorax
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile pyrrhotricha
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quadrata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quadraticauda
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quadridentata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quadrispinosella
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quartinae
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile quinquelineata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rajasthaniensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ramakrishnae
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ramakrishnae
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rambutwan
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ramdara
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ramera
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ramulipes
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rancaguensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rangii
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rava
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rawi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile recisa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile recta
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile redondensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile reepeni
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile reflexa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile regina
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile relata
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile relata
,7,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile relativa
,7,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile relativa
,7,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Megachile,Megachile relativa
,7,Sheffield&Heron,MEGACHILIDAE,Megachilinae,Megachilini,,Megachile,Megachile,Megachile relativa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile relicta
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile reliqua
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remeata
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remeata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remigata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remota
Megachile remota sakagamii,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remota
Megachile remota remota,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remota
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remotissima
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile remotula
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile resinifera
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile revicta
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhododendri
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhodogastra
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhodoleucura
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhodopus
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhodura
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rhyssalus
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile richtersveldensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile riggenbachiana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile riojana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile riomii
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rixator
Megachile rixator sakishimana,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rixator
Megachile rixator rixator,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rixator
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile riyadhensis
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile riyadhensis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile robertiana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile roeweri
Megachile roeweri akrotirica,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile roeweri
Megachile roeweri roeweri,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile roeweri
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rosarum
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rosarum
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rossi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rottnestensis
,22,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rotundata
,22,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rotundata
,22,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Eutricharaea,Megachile rotundata
,22,Sheffield&Heron,MEGACHILIDAE,Megachilinae,Megachilini,,Megachile,Eutricharaea,Megachile rotundata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rotundiceps
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rotundipennis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rowlandi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubi
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubicunda
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubricata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubricrus
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubrigena
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubrimana
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubripes
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubripes
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rubriventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ruda
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufescens
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufescens
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufibasalis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ruficheloides
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile ruficornis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufigaster
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufipennis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufipes
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufiplantis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufiscopa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufitarsis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufiventris
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufobarbata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufoflagellata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufofulva
Megachile rufofulva panayensis,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufofulva
Megachile rufofulva rufofulva,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufofulva
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufohirtula
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufolobata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufomaculata
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufomandibularis
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufopilosa
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufoscopacaea
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufothoracica
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufovittata
,,NCBI,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rufovittata
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rugicauda
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rugifrons
,,Bug_Guide,Megachilidae,Megachilinae,Megachilini,,Megachile,Chelostomoides,Megachile rugifrons
,,ITIS,Megachilidae,Megachilinae,Megachilini,,Megachile,,Megachile rugipuncta
